UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Metric,Category Marker,Value
10007161,Teesside University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,2.0
10007161,Teesside University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Staff start-ups,70.0
10007161,Teesside University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Student start-ups,763.0
10007161,Teesside University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Social enterprises,25.0
10007161,Teesside University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Staff start-ups,2.0
10007161,Teesside University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Student start-ups,101080.0
10007161,Teesside University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Social enterprises,26.0
10007161,Teesside University,England,North East,2022/23,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2022/23,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2022/23,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2022/23,Estimated external investment received (£ thousands),Student start-ups,15788.0
10007161,Teesside University,England,North East,2022/23,Estimated external investment received (£ thousands),Social enterprises,40.0
10007161,Teesside University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007161,Teesside University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Staff start-ups,1.0
10007161,Teesside University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Student start-ups,39.0
10007161,Teesside University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Social enterprises,3.0
10007161,Teesside University,England,North East,2022/23,Number of active firms,Spin-outs with some HE provider ownership,2.0
10007161,Teesside University,England,North East,2022/23,Number of active firms,Other spin-outs,0.0
10007161,Teesside University,England,North East,2022/23,Number of active firms,Staff start-ups,16.0
10007161,Teesside University,England,North East,2022/23,Number of active firms,Student start-ups,201.0
10007161,Teesside University,England,North East,2022/23,Number of active firms,Social enterprises,9.0
10007161,Teesside University,England,North East,2022/23,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,2.0
10007161,Teesside University,England,North East,2022/23,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2022/23,Number still active which have survived at least 3 years,Staff start-ups,14.0
10007161,Teesside University,England,North East,2022/23,Number still active which have survived at least 3 years,Student start-ups,126.0
10007161,Teesside University,England,North East,2022/23,Number still active which have survived at least 3 years,Social enterprises,6.0
10007161,Teesside University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Staff start-ups,79.0
10007161,Teesside University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Student start-ups,645.0
10007161,Teesside University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Social enterprises,26.0
10007161,Teesside University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Staff start-ups,2.0
10007161,Teesside University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Student start-ups,117870.0
10007161,Teesside University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Social enterprises,165.0
10007161,Teesside University,England,North East,2023/24,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2023/24,Estimated external investment received (£ thousands),Other spin-outs,0.0
